Date,Open,High,Low,Close,Adj Close,Volume
2014-06-23,26420,26640,26320,26440,21762.60938,12488250
2014-06-24,26800,27080,26640,26900,22141.23242,11890850
2014-06-25,26600,26660,26360,26400,21729.68555,10231900
2014-06-26,26180,26860,26140,26500,21811.99414,12765300
2014-06-27,26140,26380,26120,26220,21589.67773,8953050
2014-06-30,26200,26480,26180,26440,21770.82617,8881050
2014-07-01,26160,26280,26020,26200,21573.20703,8725400
2014-07-02,26340,26620,26120,26600,21902.56445,11139250
2014-07-03,26720,26720,26320,26360,21704.94922,8543050
2014-07-04,26440,26520,26060,26120,21507.33203,5978850
2014-07-07,25820,26020,25800,25840,21276.7793,9437050
2014-07-08,25880,26380,25740,25900,21326.18555,12073200
2014-07-09,25740,26160,25660,26160,21540.27148,11829900
2014-07-10,26160,26220,26040,26120,21507.33203,8960200
2014-07-11,26000,26040,25640,25680,21145.03516,10779600
2014-07-14,25960,26000,25720,25720,21177.9707,7082150
2014-07-15,26000,26460,25940,26400,21737.89063,11976050
2014-07-16,26260,26460,26220,26420,21754.35938,9114200
2014-07-17,26520,26700,26400,26600,21902.56445,10922700
2014-07-18,26300,26860,26280,26860,22116.6543,9742650
2014-07-21,26980,27200,26860,27060,22281.33398,8059950
2014-07-22,26960,27160,26900,26960,22198.99609,6300950
2014-07-23,27080,27140,26700,26760,22034.3125,6417300
2014-07-24,27000,27160,26620,27100,22314.26953,8051700
2014-07-25,26920,27100,26700,27100,22314.26953,8790150
2014-07-28,27100,27340,26880,27160,22363.67578,8992550
2014-07-29,27100,27760,27060,27720,22824.77734,12809300
2014-07-30,27760,28160,27480,27900,22972.99219,17359450
2014-07-31,27480,27700,26720,26860,22116.6543,24351350
2014-08-01,26100,26560,25840,25840,21276.7793,28231050
2014-08-04,26000,26340,25820,26340,21688.48633,12066750
2014-08-05,26020,26420,26000,26320,21672.01367,8626450
2014-08-06,26120,26320,25900,26000,21408.52734,10830100
2014-08-07,26000,26040,25700,25800,21243.8457,9527250
2014-08-08,25680,25700,24960,25000,20585.125,20621450
2014-08-11,25500,25640,25140,25400,20914.48047,18619250
2014-08-12,25400,25880,25240,25320,20848.61133,8995700
2014-08-13,25500,25500,24960,25280,20815.67578,12845000
2014-08-14,25480,25640,25080,25220,20766.26758,10447350
2014-08-18,25580,25600,25000,25000,20585.125,10518950
2014-08-19,25280,25460,25060,25080,20650.99414,10044400
2014-08-20,25280,25420,25020,25220,20766.26758,9430600
2014-08-21,25100,25220,24620,24700,20338.09961,17105400
2014-08-22,24900,24940,24700,24940,20535.71094,8407650
2014-08-25,24620,24620,24420,24560,20222.82813,11577200
2014-08-26,24700,24700,24420,24440,20124.01758,10719450
2014-08-27,24460,24740,24440,24600,20255.75586,12171000
2014-08-28,25160,25160,24720,24840,20453.375,10311850
2014-08-29,24760,24760,24560,24680,20321.62891,14558250
2014-09-01,24720,24740,24480,24520,20189.88477,5664050
2014-09-02,24420,24500,23880,23880,19662.90625,15899600
2014-09-03,24000,24000,23600,23780,19580.56641,21238750
2014-09-04,24200,24320,24040,24200,19926.40039,12099950
2014-09-05,24300,24320,23900,24020,19778.1875,10770400
2014-09-11,24000,24140,23840,23840,19629.9707,23309200
2014-09-12,24000,24160,24000,24020,19778.1875,10872350
2014-09-15,24140,24160,23920,24000,19761.7207,7161500
2014-09-16,24160,24300,24020,24120,19860.52734,7092400
2014-09-17,24140,24520,24140,24520,20189.88477,7545750
2014-09-18,24600,24600,24080,24200,19926.40039,9476750
2014-09-19,24460,24460,24120,24200,19926.40039,13435050
2014-09-22,24080,24080,23600,23760,19564.09766,16022100
2014-09-23,23560,23700,23220,23220,19119.45898,19541400
2014-09-24,23040,23220,22820,23000,18938.31055,15789200
2014-09-25,23240,23320,22940,23120,19037.12305,19414500
2014-09-26,23040,23700,22960,23700,19514.69336,12413550
2014-09-29,23860,24000,23400,23900,19679.37305,9401000
2014-09-30,23700,23760,23300,23680,19498.22656,12379300
2014-10-01,23480,23660,23120,23120,19037.12305,11929800
2014-10-02,23300,23300,22820,22820,18790.09766,12732750
2014-10-06,22900,23120,22760,23020,18954.78125,21252900
2014-10-07,23240,23720,23240,23240,19135.92969,10149150
2014-10-08,22840,23020,22480,22600,18608.95117,14720550
2014-10-10,22000,22280,21980,22100,18197.24219,21837450
2014-10-13,21640,22540,21560,22160,18246.65039,11344750
2014-10-14,22540,22920,22400,22540,18559.54492,16572550
2014-10-15,22560,22900,22400,22500,18526.61133,14143600
2014-10-16,22320,22420,22080,22300,18361.92383,15148300
2014-10-17,22120,22300,21740,21780,17933.75977,16281750
2014-10-20,22300,22340,22020,22120,18213.7168,9476750
2014-10-21,21880,22000,21620,21660,17834.94727,11766050
2014-10-22,21940,22080,21800,22080,18180.7793,11127700
2014-10-23,22260,22260,21800,21880,18016.10156,8505900
2014-10-24,22060,22240,21840,22240,18312.52148,8378450
2014-10-27,22020,22220,21740,21900,18032.5625,8388600
2014-10-28,21800,22000,21720,21820,17966.68945,6243850
2014-10-29,22000,22600,21800,22600,18608.95117,13726100
2014-10-30,22580,23660,22300,23620,19448.82227,24566950
2014-10-31,23960,25000,23700,24880,20486.3125,38623150
2014-11-03,25000,25040,24320,24700,20338.09961,13475800
2014-11-04,24380,24840,24100,24340,20041.66992,13000300
2014-11-05,24300,24500,23880,24040,19794.65039,10162150
2014-11-06,23960,24200,23860,24080,19827.58789,8570150
2014-11-07,24360,24360,23900,24120,19860.52734,6030200
2014-11-10,24520,25380,24440,25360,20881.54688,19202900
2014-11-11,25100,25220,24540,24620,20272.22656,12141400
2014-11-12,24620,24680,24380,24600,20255.75586,9079600
2014-11-13,24560,24640,23980,24000,19761.7207,11547150
2014-11-14,24020,24020,23600,23880,19662.90625,10621750
2014-11-17,23800,24400,23640,24100,19844.05859,9693950
2014-11-18,24400,24540,24300,24400,20091.07813,10754700
2014-11-19,24760,24760,24240,24360,20058.14258,12502750
2014-11-20,24120,24400,24120,24200,19926.40039,10024150
2014-11-21,24380,24520,24340,24460,20140.48047,12336350
2014-11-24,24940,24960,24200,24400,20091.07813,10284300
2014-11-25,24480,24480,23800,23800,19597.0332,17811050
2014-11-26,23800,24220,23640,24020,19778.1875,12287900
2014-11-27,25460,26020,25280,25280,20815.67578,44377800
2014-11-28,25900,25920,25480,25740,21194.43945,9844550
2014-12-01,25880,25960,25740,25900,21326.18555,12866850
2014-12-02,25900,25900,25320,25900,21326.18555,9222700
2014-12-03,26000,26020,25900,25960,21375.58984,9735500
2014-12-04,26040,26060,25960,26000,21408.52734,8871350
2014-12-05,26280,26280,26000,26040,21441.46484,5637800
2014-12-08,26060,26420,26040,26380,21721.41797,7916550
2014-12-09,26380,27140,26380,26980,22215.46289,13553100
2014-12-10,26920,26920,26340,26340,21688.48633,15977800
2014-12-11,26340,26380,25880,26100,21490.86719,20490850
2014-12-12,26060,26080,25480,25720,21177.9707,14397250
2014-12-15,25600,25600,25200,25460,20963.88477,14337950
2014-12-16,25400,25780,25360,25580,21062.6875,12894750
2014-12-17,25580,25660,25060,25320,20848.61133,13088650
2014-12-18,25320,25580,25040,25320,20848.61133,11808250
2014-12-19,25880,26560,25740,26560,21869.63477,18356500
2014-12-22,26900,26940,26360,26900,22149.58789,17943850
2014-12-23,26920,26980,26740,26780,22050.78125,10976350
2014-12-24,26780,26860,26780,26860,22116.6543,6257000
2014-12-26,26860,27100,26860,27040,22264.86523,11488100
2014-12-29,26900,26940,26580,26580,22206.38477,9637450
2014-12-30,26600,26700,26420,26540,22172.96484,10649100
2015-01-02,26800,26800,26540,26600,22223.0957,8774950
2015-01-05,26720,26720,26260,26660,22273.22266,10139500
2015-01-06,26300,26340,25760,25900,21638.27734,15235500
2015-01-07,25880,26220,25640,26140,21838.7832,14322750
2015-01-08,26780,26780,26200,26280,21955.75,14477600
2015-01-09,26280,26440,26280,26280,21955.75,9312400
2015-01-12,26260,26380,26020,26320,21989.16797,8325400
2015-01-13,26280,26800,26000,26780,22373.47461,12293400
2015-01-14,26780,27100,26700,26900,22473.72852,14332250
2015-01-15,26900,26980,26580,26680,22289.93359,14103900
2015-01-16,26680,26680,26260,26320,21989.16797,13568500
2015-01-19,26580,26980,26400,26860,22440.31055,6672950
2015-01-20,27000,27440,26900,27440,22924.87109,13278050
2015-01-21,27340,27900,27200,27900,23309.17969,16612650
2015-01-22,27960,27980,27560,27560,23025.13281,17957700
2015-01-23,28000,28000,27540,27720,23158.80078,12858750
2015-01-26,27500,27900,27280,27780,23208.92773,10153500
2015-01-27,27500,28000,27480,28000,23392.73047,9957200
2015-01-28,27720,27800,27480,27560,23025.13281,10831500
2015-01-29,27360,27900,27140,27200,22724.35938,13702250
2015-01-30,27200,27540,27200,27300,22807.91406,16110000
2015-02-02,27300,27540,27120,27360,22858.04297,10521000
2015-02-03,27600,27600,27180,27320,22824.61719,5654400
2015-02-04,27500,27620,27180,27180,22707.65234,9328900
2015-02-05,27180,27380,26920,27160,22690.94727,6770400
2015-02-06,26920,27480,26720,27440,22924.87109,8005050
2015-02-09,27200,27980,27140,27900,23309.17969,8693500
2015-02-10,28000,28000,27540,27560,23025.13281,6519350
2015-02-11,27480,27480,27080,27100,22640.82031,9973800
2015-02-12,26800,27160,26620,26880,22457.01953,10748200
2015-02-13,27200,27220,26900,27220,22741.07617,6522900
2015-02-16,27360,27480,27220,27480,22958.29492,6226500
2015-02-17,27480,27540,27280,27540,23008.42188,5745000
2015-02-23,27560,27800,27320,27340,22841.32813,15301800
2015-02-24,27700,27780,27280,27340,22841.32813,10863250
2015-02-25,27600,27700,27460,27580,23041.83984,8374250
2015-02-26,27580,27600,27360,27500,22975.00391,8179150
2015-02-27,27500,27520,27140,27140,22674.23828,13009400
2015-03-02,27500,28460,27340,28460,23777.03711,21805600
2015-03-03,28700,28740,28120,28360,23693.49219,13748800
2015-03-04,28220,28800,28200,28740,24010.9707,11603100
2015-03-05,28780,28860,28340,28440,23760.32813,9615600
2015-03-06,28280,28980,28120,28840,24094.51367,11733500
2015-03-09,28800,28800,28400,28400,23726.91602,7814600
2015-03-10,28680,28860,28400,28420,23743.625,10419850
2015-03-11,28380,29580,28360,29480,24629.20508,21108650
2015-03-12,29200,29460,28940,28940,24178.06055,19153200
2015-03-13,29220,29580,29100,29140,24345.14844,9413100
2015-03-16,29160,29740,29100,29400,24562.36719,8974550
2015-03-17,29400,30000,29200,29940,25013.50977,13661150
2015-03-18,29920,30120,29720,30060,25113.76563,12464350
2015-03-19,30200,30200,29400,29400,24562.36719,13225800
2015-03-20,29500,29600,29200,29280,24462.11328,12704950
2015-03-23,29240,29480,29160,29340,24512.24219,8122900
2015-03-24,29100,29560,29100,29520,24662.61719,9113150
2015-03-25,29740,29760,29440,29700,24813.00586,9369050
2015-03-26,29000,29120,28420,28420,23743.625,21005950
2015-03-27,28300,28960,28300,28420,23743.625,16065800
2015-03-30,28500,28680,28240,28560,23860.58203,8955500
2015-03-31,28980,29040,28600,28820,24077.80273,9842650
2015-04-01,28740,28740,28400,28460,23777.03711,7266050
2015-04-02,28680,28800,28460,28680,23960.84375,6903400
2015-04-03,28680,28800,28400,28680,23960.84375,6270150
2015-04-06,28860,29800,28700,29400,24562.36719,10582600
2015-04-07,29560,29700,29240,29240,24428.69336,9526050
2015-04-08,29400,29700,29200,29580,24712.74805,7773400
2015-04-09,29400,29780,29400,29660,24779.5918,9107550
2015-04-10,29600,29880,29560,29800,24896.54688,9960100
2015-04-13,29580,29820,29360,29580,24712.74805,10293300
2015-04-14,29700,29700,29300,29480,24629.20508,9429750
2015-04-15,29200,29400,28540,28920,24161.35156,13551050
2015-04-16,29240,29540,28940,29540,24679.33203,10762350
2015-04-17,29540,29560,28940,29000,24228.19141,10172300
2015-04-20,28920,28960,28460,28600,23894.00391,12394900
2015-04-21,28420,28900,28400,28880,24127.92969,11852650
2015-04-22,28880,29460,28720,29220,24411.98828,12655550
2015-04-23,29400,29400,28800,29020,24244.89258,9245150
2015-04-24,28980,29100,28000,28200,23559.82227,19089900
2015-04-27,28200,28220,27500,27900,23309.17969,16517150
2015-04-28,27800,28000,27180,27320,22824.61719,15697300
2015-04-29,27340,27880,27280,27700,23142.09766,10895650
2015-04-30,27700,28360,27580,28200,23559.82227,18352850
2015-05-04,28140,28460,27940,28000,23392.73047,8283700
2015-05-06,27800,27820,27120,27240,22757.78711,13270500
2015-05-07,27240,27500,27080,27400,22891.46094,10257400
2015-05-08,27320,27400,26760,26760,22356.76758,9488100
2015-05-11,27200,27200,26720,26720,22323.34961,9640450
2015-05-12,26900,27060,26480,26620,22239.80469,10633200
2015-05-13,26980,26980,26520,26660,22273.22266,9877250
2015-05-14,26820,26860,26560,26800,22390.18555,8488500
2015-05-15,27100,27120,26420,26520,22156.25391,8922350
2015-05-18,26700,26700,26180,26400,22056.00391,9626850
2015-05-19,26420,27100,26140,26760,22356.76758,8680900
2015-05-20,26980,27400,26820,27320,22824.61719,10291450
2015-05-21,27420,27440,26880,27040,22590.69336,7210600
2015-05-22,27060,27060,26700,27000,22557.27734,8195800
2015-05-26,27320,27380,26720,27240,22757.78711,10034150
2015-05-27,27200,27320,26260,26280,21955.75,17265450
2015-05-28,26340,26420,26020,26180,21872.20313,15048150
2015-05-29,26400,26420,25940,26140,21838.7832,17380750
2015-06-01,26000,26020,25760,25820,21571.43359,10921950
2015-06-02,26000,26060,25760,26060,21771.95313,8757550
2015-06-03,26060,26320,25300,25460,21270.67383,11769400
2015-06-04,26300,26820,26100,26740,22340.05664,19411950
2015-06-05,26500,27100,26400,26820,22406.88867,9828150
2015-06-08,26900,26940,26260,26280,21955.75,10118950
2015-06-09,26000,26200,25360,25640,21421.05664,13735250
2015-06-10,25640,25880,25240,25240,21086.87695,12501700
2015-06-11,25260,25480,25060,25140,21003.32617,15314050
2015-06-12,25560,25740,25280,25540,21337.51367,11741500
2015-06-15,25100,25480,25100,25400,21220.54492,8067800
2015-06-16,25400,25480,24900,25100,20969.91016,12767600
2015-06-17,25000,25320,24800,25080,20953.20117,9452300
2015-06-18,25180,25580,25020,25300,21137,8247600
2015-06-19,25320,25560,25200,25320,21153.71094,7094750
2015-06-22,25820,25920,25520,25620,21404.35156,6370900
2015-06-23,26180,26560,25820,26420,22072.7168,10159000
2015-06-24,26000,26220,25820,26040,21755.23828,10198000
2015-06-25,25800,26060,25380,25380,21203.83984,10695800
2015-06-26,25040,25800,25040,25560,21354.22461,10347500
2015-06-29,25380,25700,25120,25620,21421.11133,11519950
2015-06-30,25520,25700,25320,25360,21203.71875,9870350
2015-07-01,25360,26040,25180,25900,21655.21875,8324900
2015-07-02,25720,26080,25700,25980,21722.10742,8223000
2015-07-03,25740,25880,25340,25360,21203.71875,7130200
2015-07-06,25060,25200,24460,24600,20568.27734,10099950
2015-07-07,24400,25180,24400,24800,20735.50195,12478250
2015-07-08,24800,25020,24640,24780,20718.77539,11780950
2015-07-09,24600,25300,24520,25300,21153.55664,14030500
2015-07-10,25140,25320,24960,25180,21053.21875,9573400
2015-07-13,25000,25440,24900,25320,21170.2793,7672050
2015-07-14,25300,25400,24420,24500,20484.66992,19989700
2015-07-15,24500,24760,24480,24700,20651.88672,8370650
2015-07-16,24460,25740,24460,25640,21437.83008,11173450
2015-07-17,26000,26220,25560,26100,21822.44336,14861650
2015-07-20,25820,26080,25460,25500,21320.77734,6446400
2015-07-21,25500,25540,24940,25260,21120.11133,9702750
2015-07-22,24880,25200,24700,25060,20952.88867,13416150
2015-07-23,24880,25060,24680,24680,20635.16406,10448250
2015-07-24,24540,24760,24480,24580,20551.55469,9829200
2015-07-27,24580,24940,24560,24600,20568.27734,12152000
2015-07-28,24480,25020,24380,24600,20568.27734,13381350
2015-07-29,25000,25500,24620,25260,21120.11133,13734450
2015-07-30,25160,25200,24300,24300,20317.44336,15419600
2015-07-31,24400,24440,23500,23700,19815.7832,19579450
2015-08-03,23680,23680,23320,23500,19648.55664,9844550
2015-08-04,23500,23740,23400,23640,19765.61523,12844350
2015-08-05,23640,23640,23160,23180,19381.00781,12802500
2015-08-06,23100,23120,22300,22300,18645.22656,20199050
2015-08-07,22400,22740,22300,22720,18996.40039,13787100
2015-08-10,22800,22840,22600,22820,19080.00781,5722500
2015-08-11,23020,23580,22960,23140,19347.56055,11664300
2015-08-12,23000,23280,22800,23080,19297.39648,11154000
2015-08-13,23060,23060,22760,22800,19063.28125,7520550
2015-08-14,22800,22800,22800,22800,19063.28125,0
2015-08-17,22800,22820,22080,22080,18461.28711,11360850
2015-08-18,22360,22820,22340,22620,18912.7832,11583600
2015-08-19,23380,23520,22820,23080,19297.39648,20070750
2015-08-20,23260,23420,22600,22780,19046.5625,10805950
2015-08-21,21980,22560,21920,22020,18411.12109,20442550
2015-08-24,21760,22300,20660,21580,18043.23242,22429600
2015-08-25,21580,22140,21340,21580,18043.23242,19625950
2015-08-26,21360,21480,21000,21340,17842.56055,27947600
2015-08-27,21640,21720,21260,21340,17842.56055,24769400
2015-08-28,21720,21720,21460,21620,18076.67188,23111150
2015-08-31,21420,21780,21040,21780,18210.45313,20415450
2015-09-01,21780,21960,21620,21700,18143.56055,12018600
2015-09-02,21380,21900,21300,21800,18227.17188,15634150
2015-09-03,22040,22500,21860,22440,18762.28516,15200350
2015-09-04,22440,22880,22360,22580,18879.33789,12570650
2015-09-07,22580,22580,22100,22240,18595.0625,9590250
2015-09-08,22260,22720,22120,22620,18912.7832,9116500
2015-09-09,22920,22940,22720,22940,19180.33594,12968800
2015-09-10,22600,22780,22360,22680,18962.95117,18128400
2015-09-11,22520,22660,22300,22300,18645.22656,10208350
2015-09-14,22400,22480,22200,22480,18795.72852,8353650
2015-09-15,22280,22560,22260,22460,18779.00586,11647800
2015-09-16,22420,23140,22420,23040,19263.94727,17188150
2015-09-17,23060,23140,22880,23140,19347.56055,13698000
2015-09-18,22900,23840,22700,23800,19899.39453,21813500
2015-09-21,23260,23460,23000,23000,19230.50586,10267950
2015-09-22,22860,23000,22600,22900,19146.89258,12533750
2015-09-23,22880,22880,22500,22620,18912.7832,9882450
2015-09-24,22520,22700,22500,22520,18829.17188,6636050
2015-09-25,22400,22500,22180,22240,18595.0625,10458000
2015-09-30,22000,22680,21800,22680,18962.95117,22946800
2015-10-01,22800,22900,22420,22680,18962.95117,12052050
2015-10-02,22240,22660,22240,22380,18712.11523,13715100
2015-10-05,22380,22620,22300,22300,18645.22656,12096750
2015-10-06,22600,23100,22540,23020,19247.22656,19149350
2015-10-07,23960,25040,23720,25020,20919.44727,39975100
2015-10-08,25000,25580,25000,25400,21237.16406,28533850
2015-10-12,25200,25260,24940,25200,21069.94727,18948700
2015-10-13,25200,25440,24960,25040,20936.16992,9900000
2015-10-14,24960,25200,24740,25080,20969.61133,8752550
2015-10-15,24880,25640,24860,25380,21220.44141,12425150
2015-10-16,25300,25380,25180,25300,21153.55664,7198400
2015-10-19,25140,25300,24980,25120,21003.06055,5853500
2015-10-20,25200,25460,25120,25320,21170.2793,7517350
2015-10-21,25300,25640,25180,25400,21237.16406,6978350
2015-10-22,25600,25900,25380,25600,21404.39258,11533650
2015-10-23,26000,26000,25560,25780,21554.88477,13153550
2015-10-26,25960,25960,25440,25840,21605.05469,7608250
2015-10-27,25640,25980,25620,25960,21705.38672,6612050
2015-10-28,25880,26160,25820,26160,21872.61133,13565150
2015-10-29,26600,27840,26480,26500,22156.88477,31523550
2015-10-30,26900,27800,26820,27440,22942.82617,25469250
2015-11-02,27700,27860,27480,27660,23126.76953,19327300
2015-11-03,27620,27620,27000,27040,22608.38672,15092000
2015-11-04,27040,27220,26520,26600,22240.49414,14053500
2015-11-05,26600,27080,26600,26840,22441.16211,8652100
2015-11-06,26860,26960,26600,26760,22374.27539,8216100
2015-11-09,26760,26880,26420,26880,22474.60742,9283050
2015-11-10,26720,26820,26280,26420,22089.99023,9877550
2015-11-11,26420,26900,26420,26660,22290.66211,7022450
2015-11-12,26660,26680,26340,26340,22023.10742,7870850
2015-11-13,26340,26340,26000,26000,21738.83008,8883850
2015-11-16,25820,25820,25260,25260,21120.11133,13785250
2015-11-17,25500,25800,25400,25400,21237.16406,9309200
2015-11-18,25440,25800,25440,25620,21421.11133,8386750
2015-11-19,25800,25800,25420,25780,21554.88477,9642500
2015-11-20,25780,25920,25560,25700,21487.99609,8436000
2015-11-23,25700,26040,25620,25640,21437.83008,9941000
2015-11-24,25640,26100,25640,25980,21722.10742,7978000
2015-11-25,26000,26200,25980,25980,21722.10742,7131350
2015-11-26,25980,26800,25980,26700,22324.10938,9290000
2015-11-27,26900,26980,26540,26540,22190.32813,8492700
2015-11-30,26500,26500,25680,25680,21471.27539,26700300
2015-12-01,25880,26440,25760,26420,22089.99023,12605650
2015-12-02,26420,26440,25880,26000,21738.83008,11481400
2015-12-03,25900,25940,25720,25800,21571.60938,8334750
2015-12-04,25500,25600,25340,25380,21220.44141,9635550
2015-12-07,25380,25500,25240,25240,21103.38867,9805350
2015-12-08,25240,25440,25240,25240,21103.38867,6916100
2015-12-09,25240,25500,25240,25260,21120.11133,9090600
2015-12-10,25260,25860,25260,25660,21454.55469,15193350
2015-12-11,25660,25900,25440,25680,21471.27539,10336450
2015-12-14,25460,25460,25100,25220,21086.66602,11140050
2015-12-15,25220,25600,25200,25540,21354.22266,8774700
2015-12-16,25560,26200,25560,25980,21722.10742,10398100
2015-12-17,26020,26160,25500,25800,21571.60938,8733850
2015-12-18,25300,25760,25280,25560,21370.94336,8418450
2015-12-21,25560,25700,25220,25600,21404.39258,8023300
2015-12-22,25600,25840,25340,25840,21605.05469,10309600
2015-12-23,25840,25980,25640,25900,21655.21875,10357400
2015-12-24,25900,26000,25700,25700,21487.99609,7807550
2015-12-28,25700,25780,25320,25320,21170.2793,11361500
2015-12-29,25300,25320,24820,25080,21306.20313,11647200
2015-12-30,25200,25440,25080,25200,21408.14844,10197900
2016-01-04,25200,25200,24100,24100,20473.66406,15346950
2016-01-05,24040,24360,23720,24160,20524.63477,10800100
2016-01-06,24160,24160,23360,23500,19963.94336,18337600
2016-01-07,23320,23660,23020,23260,19760.05664,14119400
2016-01-08,23260,23720,23260,23420,19895.98633,12888150
2016-01-11,23120,23320,22920,23040,19573.16016,12063850
2016-01-12,22960,23320,22880,22920,19471.2168,10314150
2016-01-13,23060,23180,22960,22960,19505.20117,7165800
2016-01-14,22620,22840,22620,22760,19335.29297,10451100
2016-01-15,22800,23040,22480,22640,19233.35156,10473200
2016-01-18,21760,22660,21760,22520,19131.40625,16010700
2016-01-19,22560,23420,22560,23420,19895.98633,10362100
2016-01-20,23200,23200,22640,22760,19335.29297,8352600
2016-01-21,22660,23100,22500,22620,19216.35938,9517600
2016-01-22,22900,23360,22900,23360,19845.01172,7376400
2016-01-25,23440,23520,23120,23240,19743.06836,7995650
2016-01-26,23100,23140,22720,22740,19318.30078,7619950
2016-01-27,22520,23500,22520,23500,19963.94336,13811850
2016-01-28,23280,23360,22780,22900,19454.22656,15795600
2016-01-29,22800,23000,22320,23000,19539.18164,21849150
2016-02-01,23040,23260,23020,23260,19760.05664,12998950
2016-02-02,23220,23320,22940,23120,19641.12695,8317400
2016-02-03,23000,23040,22740,22920,19471.2168,8725350
2016-02-04,23000,23220,22960,23120,19641.12695,12397950
2016-02-05,23120,23380,23120,23280,19777.04688,9404700
2016-02-11,22360,22740,22360,22600,19199.36914,15263100
2016-02-12,22600,23020,22440,22600,19199.36914,12811600
2016-02-15,23080,23200,22880,23080,19607.14648,9157300
2016-02-16,23160,23580,23140,23360,19845.01172,9020050
2016-02-17,23580,24020,23380,23700,20133.85352,12303100
2016-02-18,24060,24060,23560,23740,20167.82813,11124050
2016-02-19,23740,23900,23480,23800,20218.80664,8842600
2016-02-22,23800,23840,23320,23500,19963.94336,8744950
2016-02-23,23580,23780,23460,23620,20065.88867,7383700
2016-02-24,23560,23580,23220,23440,19912.9707,7024200
2016-02-25,23440,23740,23440,23580,20031.91016,6681750
2016-02-26,23600,23740,23440,23440,19912.9707,8867200
2016-02-29,23580,23880,23520,23560,20014.91797,14434000
2016-03-02,24000,24140,23920,23940,20337.73633,11818600
2016-03-03,24260,24400,24040,24400,20728.52344,10949550
2016-03-04,24400,24560,24040,24300,20643.56641,10074500
2016-03-07,24400,24620,24300,24460,20779.49609,6568800
2016-03-08,24460,24480,23720,23840,20252.7832,10810100
2016-03-09,23760,23980,23540,23880,20286.76758,9169000
2016-03-10,24160,24720,24020,24500,20813.47656,14177000
2016-03-11,24500,25060,24320,24980,21221.24805,13361250
2016-03-14,25340,25460,24980,25100,21323.19141,10857700
2016-03-15,25100,25280,24920,25060,21289.21094,8640400
2016-03-16,25120,25260,25060,25120,21340.1875,7342800
2016-03-17,25300,25920,25140,25260,21459.11719,12343450
2016-03-18,25560,25560,25260,25460,21629.01953,11265700
2016-03-21,25480,25580,25160,25340,21527.07813,9058500
2016-03-22,25340,25580,25240,25380,21561.05859,10143600
2016-03-23,25380,25580,25240,25580,21730.9668,9870900
2016-03-24,25580,25800,25320,25640,21781.9375,10939750
2016-03-25,25660,25800,25560,25760,21883.88477,7172300
2016-03-28,25760,26000,25760,25880,21985.82422,6060900
2016-03-29,25880,26000,25700,25800,21917.86328,8622700
2016-03-30,26200,26420,26040,26160,22223.69727,13380250
2016-03-31,26120,26280,25960,26240,22291.6543,19130750
2016-04-01,25980,26180,25420,25580,21730.9668,13557800
2016-04-04,25580,26100,25580,26100,22172.72266,9402300
2016-04-05,25980,25980,25200,25200,21408.14844,11815950
2016-04-06,25380,25820,25360,25700,21832.9082,9211700
2016-04-07,26000,26000,25160,25380,21561.05859,12939750
2016-04-08,25380,25380,24800,24920,21170.28711,12593400
2016-04-11,24920,25420,24920,25320,21510.0918,6034650
2016-04-12,25400,25620,25320,25500,21663.00586,6702700
2016-04-14,26000,26040,25780,26000,22087.76758,16766350
2016-04-15,26180,26200,25800,26000,22087.76758,6829950
2016-04-18,25900,26100,25840,25980,22070.77734,6423700
2016-04-19,25880,25920,25660,25760,21883.88477,7238300
2016-04-20,25640,26000,25640,25980,22070.77734,8598600
2016-04-21,26000,26020,25760,25880,21985.82422,7254450
2016-04-22,25880,25880,25540,25600,21747.96289,5741500
2016-04-25,25700,25700,25420,25620,21764.94922,4597850
2016-04-26,25700,26100,25660,25920,22019.80469,8345050
2016-04-27,25880,26000,25720,26000,22087.76758,8297300
2016-04-28,26000,26000,25220,25300,21493.09961,14653450
2016-04-29,25200,25340,24840,24900,21153.28711,16253900
2016-05-02,24940,25240,24900,25000,21238.24219,7027600
2016-05-03,25340,25400,25120,25220,21425.13672,7903300
2016-05-04,25440,25800,25240,25800,21917.86328,14702750
2016-05-09,25800,26000,25700,25980,22070.77734,13718100
2016-05-10,25980,26000,25760,25920,22019.80469,8559550
2016-05-11,25920,25980,25740,25840,21951.8457,8834400
2016-05-12,25840,25840,25500,25620,21764.94922,7615100
2016-05-13,25620,25620,25020,25060,21289.21094,12284900
2016-05-16,25060,25260,24940,24960,21204.25977,11720150
2016-05-17,24980,25300,24980,25280,21476.10742,9183550
2016-05-18,25280,25420,25100,25360,21544.06836,9169600
2016-05-19,25360,25540,25320,25400,21578.04883,10012450
2016-05-20,25400,25600,25380,25380,21561.05859,7960550
2016-05-23,25380,25720,25380,25720,21849.9043,8112550
2016-05-24,25720,25780,25360,25420,21595.03906,10434600
2016-05-25,25660,25960,25480,25900,22002.81445,11862750
2016-05-26,25980,26060,25900,25920,22019.80469,12653650
2016-05-27,26000,26020,25460,25640,21781.9375,13744550
2016-05-30,25940,25940,25480,25600,21747.96289,10315350
2016-05-31,25600,26000,25360,25840,21951.8457,62527700
2016-06-01,25960,26820,25900,26660,22648.45703,23504000
2016-06-02,27000,27440,26920,27300,23192.16211,23806950
2016-06-03,27400,27580,27280,27540,23396.04102,17066200
